ts_unix_ms,link_id,channel_id,osnr_db,ber,laser_bias_ma,edfa_pump_ma,rx_power_dbm,label
1710000212000,S1,C1,18.5396,1.18839e-05,39.7792,179.783,-12.0158,nominal
1710000212000,S2,C1,18.4986,1.29801e-05,39.8984,179.842,-12.0604,edfa_aging
1710000212000,S3,C1,18.5353,1.19938e-05,40.3109,179.637,-11.925,nominal
1710000213000,S1,C1,18.4747,1.36582e-05,40.1524,180.081,-12.118,nominal
1710000213000,S2,C1,18.4843,1.33814e-05,40.1302,179.801,-12.0349,edfa_aging
1710000213000,S3,C1,18.4882,1.32702e-05,39.974,180.421,-12.0977,nominal
1710000214000,S1,C1,18.4455,1.45341e-05,40.0678,179.731,-12.0075,nominal
1710000214000,S2,C1,18.5315,1.2094e-05,39.9541,180.254,-12.032,edfa_aging
1710000214000,S3,C1,18.5183,1.2442e-05,40.0278,180.047,-11.9533,nominal
1710000215000,S1,C1,18.5183,1.2443e-05,39.8161,179.67,-11.9899,nominal
1710000215000,S2,C1,18.5659,1.12262e-05,40.1222,180.162,-11.9826,edfa_aging
1710000215000,S3,C1,18.5266,1.22222e-05,39.8776,180.108,-12.0475,nominal
1710000216000,S1,C1,18.5846,1.0776e-05,39.7163,180.4,-12.0112,nominal
1710000216000,S2,C1,18.527,1.22105e-05,40.0085,180.005,-12.0076,edfa_aging
1710000216000,S3,C1,18.5103,1.26587e-05,40.0368,180.114,-12.1634,nominal
1710000217000,S1,C1,18.5481,1.16675e-05,39.9199,180.015,-11.9752,nominal
1710000217000,S2,C1,18.463,1.40038e-05,40.1184,180.679,-12.1544,edfa_aging
1710000217000,S3,C1,18.5496,1.16304e-05,39.8803,179.903,-11.9597,nominal
1710000218000,S1,C1,18.4742,1.36733e-05,39.8227,179.905,-12.0045,nominal
1710000218000,S2,C1,18.5198,1.2402e-05,40.06,179.457,-12.1378,edfa_aging
1710000218000,S3,C1,18.4304,1.50035e-05,39.9745,179.947,-12.108,nominal
1710000219000,S1,C1,18.5349,1.20047e-05,39.9454,179.904,-12.0918,nominal
1710000219000,S2,C1,18.5031,1.28561e-05,39.9001,180.155,-11.9926,edfa_aging
1710000219000,S3,C1,18.5476,1.16801e-05,40.0488,180.288,-12.0381,nominal
1710000220000,S1,C1,18.4773,1.35841e-05,40.093,180.052,-12.0816,nominal
1710000220000,S2,C1,18.5231,1.23147e-05,40.0182,179.761,-11.9248,edfa_aging
1710000220000,S3,C1,18.4891,1.32473e-05,40.0752,180.642,-11.9508,nominal
1710000221000,S1,C1,18.4938,1.31135e-05,40.2204,180.013,-11.9885,nominal
1710000221000,S2,C1,18.5922,1.05987e-05,39.7946,180.405,-11.9196,edfa_aging
1710000221000,S3,C1,18.519,1.24225e-05,39.8557,180.114,-11.9545,nominal
1710000222000,S1,C1,18.5045,1.2817e-05,39.9465,179.071,-11.9223,nominal
1710000222000,S2,C1,18.4893,1.32402e-05,39.9973,179.617,-11.9791,edfa_aging
1710000222000,S3,C1,18.5778,1.09375e-05,39.8588,180.212,-11.7844,nominal
1710000223000,S1,C1,18.3841,1.65345e-05,40.2066,179.671,-11.9873,nominal
1710000223000,S2,C1,18.4994,1.29565e-05,40.0467,180.267,-11.9826,edfa_aging
1710000223000,S3,C1,18.5562,1.14635e-05,40.1663,179.713,-11.9574,nominal
1710000224000,S1,C1,18.5096,1.26774e-05,40.1747,179.926,-12.0394,nominal
1710000224000,S2,C1,18.4557,1.42233e-05,39.9483,179.843,-12.117,edfa_aging
1710000224000,S3,C1,18.5992,1.04386e-05,39.9128,179.992,-12.0125,nominal
1710000225000,S1,C1,18.4485,1.44405e-05,39.9348,180.321,-11.9861,nominal
1710000225000,S2,C1,18.4856,1.33467e-05,39.9649,181.021,-12.1341,edfa_aging
1710000225000,S3,C1,18.3875,1.64199e-05,40.0187,180.459,-12.0696,nominal
1710000226000,S1,C1,18.4651,1.39403e-05,39.7499,180.568,-12.1437,nominal
1710000226000,S2,C1,18.4715,1.37514e-05,40.1368,180.097,-12.0195,edfa_aging
1710000226000,S3,C1,18.4522,1.43281e-05,39.9492,180.476,-12.1758,nominal
1710000227000,S1,C1,18.4263,1.51353e-05,40.128,179.648,-12.0788,nominal
1710000227000,S2,C1,18.58,1.0886e-05,40.1703,180.891,-11.7896,edfa_aging
1710000227000,S3,C1,18.5482,1.16643e-05,39.7559,179.934,-12.0452,nominal
1710000228000,S1,C1,18.4242,1.52027e-05,40.0916,180.8,-12.0297,nominal
1710000228000,S2,C1,18.5152,1.25253e-05,40.2024,179.734,-11.9276,edfa_aging
1710000228000,S3,C1,18.4435,1.45958e-05,39.9758,180.021,-12.012,nominal
1710000229000,S1,C1,18.4528,1.4309e-05,40.3532,180.062,-12.0047,nominal
1710000229000,S2,C1,18.4714,1.37555e-05,39.904,179.762,-12.0431,edfa_aging
1710000229000,S3,C1,18.4909,1.31959e-05,39.9735,179.871,-11.8531,nominal
1710000230000,S1,C1,18.5413,1.18405e-05,40.2148,180.221,-12.0256,nominal
1710000230000,S2,C1,18.5965,1.0501e-05,39.9257,180.148,-12.069,edfa_aging
1710000230000,S3,C1,18.5854,1.07584e-05,40.2565,179.704,-12.032,nominal
1710000231000,S1,C1,18.5833,1.08076e-05,40.1177,179.812,-12.0213,nominal
1710000231000,S2,C1,18.4336,1.49036e-05,40.1083,179.319,-12.0533,edfa_aging
1710000231000,S3,C1,18.5437,1.17778e-05,39.7073,180.238,-12.1339,nominal
1710000232000,S1,C1,18.4987,1.29755e-05,40.2536,179.784,-12.0944,nominal
1710000232000,S2,C1,18.5431,1.17949e-05,40.1232,179.628,-12.0666,edfa_aging
1710000232000,S3,C1,18.4519,1.43378e-05,39.9127,179.873,-11.9846,nominal
1710000233000,S1,C1,18.5546,1.15042e-05,39.8432,180.603,-12.0455,nominal
1710000233000,S2,C1,18.5508,1.15987e-05,39.7165,180.606,-11.9058,edfa_aging
1710000233000,S3,C1,18.5227,1.2325e-05,40.084,180.63,-11.9997,nominal
1710000234000,S1,C1,18.4868,1.33112e-05,40.0295,179.94,-11.98,nominal
1710000234000,S2,C1,18.5287,1.21665e-05,40.2861,180.448,-12.0956,edfa_aging
1710000234000,S3,C1,18.5323,1.20733e-05,39.9117,179.178,-11.9516,nominal
1710000235000,S1,C1,18.4044,1.58479e-05,39.9596,179.987,-12.1467,nominal
1710000235000,S2,C1,18.4869,1.33071e-05,40.1632,179.917,-11.9695,edfa_aging
1710000235000,S3,C1,18.5034,1.28475e-05,39.6695,179.322,-11.9968,nominal
1710000236000,S1,C1,18.5075,1.27342e-05,40.262,180.494,-12.0957,nominal
1710000236000,S2,C1,18.4935,1.3121e-05,39.8034,180.454,-12.0566,edfa_aging
1710000236000,S3,C1,18.495,1.30805e-05,40.0845,179.519,-12.0717,nominal
1710000237000,S1,C1,18.5223,1.23359e-05,40.0855,180.72,-12.0277,nominal
1710000237000,S2,C1,18.4828,1.34246e-05,40.1637,180.189,-11.9842,edfa_aging
1710000237000,S3,C1,18.5071,1.27457e-05,40.017,180.031,-12.1307,nominal
1710000238000,S1,C1,18.4786,1.35471e-05,39.5418,179.429,-11.8818,nominal
1710000238000,S2,C1,18.5393,1.18912e-05,39.9283,180.194,-11.9207,edfa_aging
1710000238000,S3,C1,18.425,1.5177e-05,39.865,179.941,-12.0365,nominal
1710000239000,S1,C1,18.5151,1.25276e-05,40.2064,179.955,-11.9461,nominal
1710000239000,S2,C1,18.3836,1.65548e-05,39.9729,179.621,-12.0015,edfa_aging
1710000239000,S3,C1,18.5063,1.27662e-05,39.8428,179.695,-12.0246,nominal
1710000240000,S1,C1,18.5286,1.21684e-05,39.865,180.027,-11.8753,nominal
1710000240000,S2,C1,18.4744,1.36669e-05,39.8442,180.393,-11.9972,edfa_aging
1710000240000,S3,C1,18.4517,1.43449e-05,39.8891,178.751,-11.9917,nominal
1710000241000,S1,C1,18.4568,1.41883e-05,40.1177,180.759,-11.893,nominal
1710000241000,S2,C1,18.5076,1.27315e-05,39.8691,179.777,-12.0698,edfa_aging
1710000241000,S3,C1,18.5197,1.24052e-05,40.0199,180.074,-11.8984,nominal
1710000242000,S1,C1,18.4262,1.51392e-05,39.9294,181.021,-12.0358,nominal
1710000242000,S2,C1,18.4709,1.3769e-05,39.9343,180.603,-12.0598,edfa_aging
1710000242000,S3,C1,18.5215,1.23577e-05,39.9645,179.361,-12.0298,nominal
1710000243000,S1,C1,18.4889,1.32505e-05,40.0381,180.013,-12.0056,nominal
1710000243000,S2,C1,18.4091,1.56917e-05,40.0058,179.591,-11.8748,edfa_aging
1710000243000,S3,C1,18.4554,1.42326e-05,39.8926,180.552,-12.0602,nominal
1710000244000,S1,C1,18.4894,1.32361e-05,40.0969,180.183,-12.0937,nominal
1710000244000,S2,C1,18.4879,1.32811e-05,39.8262,181.01,-12.0515,edfa_aging
1710000244000,S3,C1,18.5306,1.21159e-05,40.0418,180.056,-12.2274,nominal
1710000245000,S1,C1,18.4824,1.34378e-05,40.0308,180.381,-11.9063,nominal
1710000245000,S2,C1,18.4622,1.40262e-05,39.9825,179.739,-12.0159,edfa_aging
1710000245000,S3,C1,18.5178,1.24557e-05,40.1466,179.71,-11.9497,nominal
1710000246000,S1,C1,18.5494,1.16352e-05,39.8587,180.497,-11.9419,nominal
1710000246000,S2,C1,18.54,1.18729e-05,39.8865,179.459,-12.0964,edfa_aging
1710000246000,S3,C1,18.4979,1.2999e-05,39.9005,179.897,-12.1145,nominal
1710000247000,S1,C1,18.5863,1.07376e-05,40.2118,179.908,-11.9528,nominal
1710000247000,S2,C1,18.5699,1.11286e-05,39.9137,179.554,-11.9682,edfa_aging
1710000247000,S3,C1,18.5363,1.19688e-05,40.2235,180.633,-12.042,nominal
1710000248000,S1,C1,18.4792,1.35298e-05,40.0616,180.38,-11.9471,nominal
1710000248000,S2,C1,18.5035,1.28447e-05,39.8602,180.159,-12.0759,edfa_aging
1710000248000,S3,C1,18.4844,1.33807e-05,39.9946,179.863,-12.0856,nominal
1710000249000,S1,C1,18.5349,1.20037e-05,39.9996,179.757,-11.9632,nominal
1710000249000,S2,C1,18.4033,1.58848e-05,39.8991,180.12,-11.9829,edfa_aging
1710000249000,S3,C1,18.4858,1.33399e-05,40.0792,179.549,-12.0015,nominal
1710000250000,S1,C1,18.547,1.16937e-05,40.1081,178.965,-11.9833,nominal
1710000250000,S2,C1,18.4902,1.32151e-05,40.233,179.729,-12.0349,edfa_aging
1710000250000,S3,C1,18.5039,1.28331e-05,40.0522,178.983,-12.037,nominal
1710000251000,S1,C1,18.5357,1.19852e-05,39.9219,179.485,-11.978,nominal
1710000251000,S2,C1,18.4538,1.428e-05,39.7506,180.313,-12.0597,edfa_aging
1710000251000,S3,C1,18.497,1.30229e-05,40.0637,179.93,-12.0364,nominal
1710000252000,S1,C1,18.5524,1.15595e-05,40.2852,180.125,-11.9034,nominal
1710000252000,S2,C1,18.5341,1.20255e-05,39.7958,180.786,-11.9739,edfa_aging
1710000252000,S3,C1,18.5571,1.14415e-05,40.0242,179.694,-12.076,nominal
1710000253000,S1,C1,18.4805,1.34903e-05,40.0362,180.353,-12.0628,nominal
1710000253000,S2,C1,18.5846,1.07777e-05,39.9825,180.057,-11.9398,edfa_aging
1710000253000,S3,C1,18.3813,1.66328e-05,39.6517,180.449,-11.9498,nominal
1710000254000,S1,C1,18.537,1.19508e-05,40.0573,179.134,-12.0833,nominal
1710000254000,S2,C1,18.5159,1.25072e-05,39.918,180.317,-12.0925,edfa_aging
1710000254000,S3,C1,18.4845,1.33774e-05,39.8468,180.056,-12.1087,nominal
1710000255000,S1,C1,18.6012,1.03924e-05,40.0546,179.316,-11.9997,nominal
1710000255000,S2,C1,18.6018,1.03801e-05,39.8351,180.363,-11.9239,edfa_aging
1710000255000,S3,C1,18.3993,1.602e-05,40.1192,180.423,-12.0483,nominal
1710000256000,S1,C1,18.5402,1.18686e-05,39.8657,180.029,-11.9074,nominal
1710000256000,S2,C1,18.5757,1.09876e-05,40.0535,180.35,-11.9879,edfa_aging
1710000256000,S3,C1,18.4737,1.36887e-05,39.8321,179.828,-11.9108,nominal
1710000257000,S1,C1,18.469,1.38259e-05,39.8265,178.687,-11.9807,nominal
1710000257000,S2,C1,18.5348,1.20067e-05,39.817,179.315,-11.937,edfa_aging
1710000257000,S3,C1,18.5116,1.26222e-05,40.0041,179.662,-12.1004,nominal
1710000258000,S1,C1,18.5304,1.21223e-05,40.0353,180.267,-12.0162,nominal
1710000258000,S2,C1,18.457,1.41835e-05,39.9916,180.618,-11.9163,edfa_aging
1710000258000,S3,C1,18.4989,1.29713e-05,39.7549,180.374,-11.8344,nominal
1710000259000,S1,C1,18.5631,1.12931e-05,40.0556,180.458,-11.9334,nominal
1710000259000,S2,C1,18.5104,1.26539e-05,40.1348,179.998,-12.0434,edfa_aging
1710000259000,S3,C1,18.547,1.16957e-05,39.8953,179.934,-12.0386,nominal
1710000260000,S1,C1,18.5184,1.2438e-05,40.2047,178.849,-11.9909,nominal
1710000260000,S2,C1,18.433,1.4921e-05,40.0769,180.073,-12.0241,edfa_aging
1710000260000,S3,C1,18.5143,1.25487e-05,40.2156,179.709,-11.8955,nominal
1710000261000,S1,C1,18.4718,1.3743e-05,40.0705,180.353,-12.1513,nominal
1710000261000,S2,C1,18.5575,1.14306e-05,39.9489,180.504,-11.9825,edfa_aging
1710000261000,S3,C1,18.3612,1.73455e-05,40.0229,179.96,-11.8558,nominal
1710000262000,S1,C1,18.5772,1.09535e-05,39.8395,179.969,-12.0801,nominal
1710000262000,S2,C1,18.5119,1.26134e-05,39.9927,178.956,-11.916,edfa_aging
1710000262000,S3,C1,18.4421,1.46386e-05,39.8571,180.398,-12.0141,nominal
1710000263000,S1,C1,18.4375,1.47807e-05,40.0818,180.615,-12.1665,nominal
1710000263000,S2,C1,18.5749,1.10064e-05,40.0179,180.348,-12.1906,edfa_aging
1710000263000,S3,C1,18.5757,1.09887e-05,39.891,179.747,-11.9746,nominal
1710000264000,S1,C1,18.5252,1.22594e-05,40.127,180.161,-12.0174,nominal
1710000264000,S2,C1,18.521,1.23697e-05,40.0822,180.143,-11.8721,edfa_aging
1710000264000,S3,C1,18.5758,1.0986e-05,39.733,180.772,-11.8876,nominal
1710000265000,S1,C1,18.4992,1.2963e-05,40.1534,179.953,-12.0354,nominal
1710000265000,S2,C1,18.4098,1.56698e-05,39.849,180.695,-12.0219,edfa_aging
1710000265000,S3,C1,18.5026,1.28682e-05,40.0534,180.202,-11.9549,nominal
1710000266000,S1,C1,18.4403,1.46934e-05,40.053,180.097,-11.9647,nominal
1710000266000,S2,C1,18.5394,1.18891e-05,40.182,180.178,-12.1363,edfa_aging
1710000266000,S3,C1,18.4199,1.53398e-05,39.948,179.527,-11.7912,nominal
1710000267000,S1,C1,18.561,1.13459e-05,39.8197,180.427,-11.8314,nominal
1710000267000,S2,C1,18.5537,1.15258e-05,40.1048,180.572,-12.0178,edfa_aging
1710000267000,S3,C1,18.6059,1.02855e-05,40.0925,179.569,-11.9274,nominal
1710000268000,S1,C1,18.5174,1.24663e-05,40.1771,180.127,-12.0472,nominal
1710000268000,S2,C1,18.5905,1.064e-05,40.2714,180.465,-12.0845,edfa_aging
1710000268000,S3,C1,18.3923,1.62532e-05,40.1013,179.977,-12.0164,nominal
1710000269000,S1,C1,18.4417,1.46517e-05,39.8931,180.068,-11.9991,nominal
1710000269000,S2,C1,18.4587,1.41318e-05,40.1182,179.551,-11.8533,edfa_aging
1710000269000,S3,C1,18.5125,1.25978e-05,39.9385,179.864,-11.9055,nominal
1710000270000,S1,C1,18.5301,1.21302e-05,40.089,179.473,-12.0301,nominal
1710000270000,S2,C1,18.4612,1.40567e-05,40.1461,180.006,-12.0397,edfa_aging
1710000270000,S3,C1,18.4944,1.30965e-05,39.84,179.851,-11.9879,nominal
1710000271000,S1,C1,18.4784,1.35514e-05,39.7669,180.246,-12.2238,nominal
1710000271000,S2,C1,18.5106,1.26498e-05,39.5497,179.739,-12.0528,edfa_aging
1710000271000,S3,C1,18.5089,1.26958e-05,39.8018,179.945,-11.8445,nominal
1710000272000,S1,C1,18.4049,1.58327e-05,40.1176,180.065,-12.0603,nominal
1710000272000,S2,C1,18.4546,1.42564e-05,39.9257,180.002,-12.0345,edfa_aging
1710000272000,S3,C1,18.438,1.47666e-05,39.9211,180.105,-12.1172,nominal
1710000273000,S1,C1,18.4656,1.39277e-05,39.8851,180.791,-12.057,nominal
1710000273000,S2,C1,18.4384,1.47526e-05,40.2713,179.674,-12.0788,edfa_aging
1710000273000,S3,C1,18.4764,1.36102e-05,39.9832,179.901,-11.8602,nominal
1710000274000,S1,C1,18.5132,1.25798e-05,40.1652,180.049,-11.9777,nominal
1710000274000,S2,C1,18.4524,1.43231e-05,40.0497,179.419,-11.9929,edfa_aging
1710000274000,S3,C1,18.5501,1.16164e-05,40.1856,179.789,-11.8277,nominal
1710000275000,S1,C1,18.5318,1.20858e-05,40.2675,180.02,-12.0664,nominal
1710000275000,S2,C1,18.6365,9.61695e-06,39.9239,179.973,-11.9594,edfa_aging
1710000275000,S3,C1,18.4717,1.37474e-05,39.838,179.252,-11.8645,nominal
1710000276000,S1,C1,18.5083,1.27129e-05,40.1783,179.804,-12.1025,nominal
1710000276000,S2,C1,18.475,1.36497e-05,40.0963,179.894,-11.9945,edfa_aging
1710000276000,S3,C1,18.4269,1.51146e-05,40.0471,180.649,-11.9926,nominal
1710000277000,S1,C1,18.5023,1.28781e-05,39.8276,180.346,-11.9527,nominal
1710000277000,S2,C1,18.4554,1.42299e-05,40.0053,180.211,-12.0772,edfa_aging
1710000277000,S3,C1,18.4952,1.30754e-05,39.8238,180.05,-12.1689,nominal
1710000278000,S1,C1,18.5235,1.23036e-05,39.8611,179.974,-12.0048,nominal
1710000278000,S2,C1,18.4834,1.34079e-05,40.0522,180.686,-11.9355,edfa_aging
1710000278000,S3,C1,18.5003,1.29319e-05,39.8931,180.224,-12.0687,nominal
1710000279000,S1,C1,18.4895,1.3236e-05,39.8721,179.774,-12.0709,nominal
1710000279000,S2,C1,18.5056,1.27853e-05,39.8841,179.874,-12.0156,edfa_aging
1710000279000,S3,C1,18.489,1.32496e-05,40.0943,180.072,-11.9998,nominal
1710000280000,S1,C1,18.5588,1.13984e-05,40.1021,180.699,-12.0599,nominal
1710000280000,S2,C1,18.5699,1.11287e-05,40.0713,179.932,-12.0256,edfa_aging
1710000280000,S3,C1,18.4561,1.42093e-05,40.0558,180.506,-11.8801,nominal
1710000281000,S1,C1,18.5074,1.2736e-05,40.0545,180.771,-12.0235,nominal
1710000281000,S2,C1,18.5525,1.15563e-05,40.2199,180.509,-11.9212,edfa_aging
1710000281000,S3,C1,18.5228,1.23233e-05,39.8994,180.013,-11.983,nominal
1710000282000,S1,C1,18.5147,1.25388e-05,40.0264,179.875,-11.9343,nominal
1710000282000,S2,C1,18.5446,1.17556e-05,40.0284,180.41,-11.9928,edfa_aging
1710000282000,S3,C1,18.4893,1.32391e-05,39.8818,180.494,-12.0483,nominal
1710000283000,S1,C1,18.527,1.22101e-05,40.049,179.647,-11.8862,nominal
1710000283000,S2,C1,18.5074,1.2738e-05,40.0588,179.378,-12.2249,edfa_aging
1710000283000,S3,C1,18.4368,1.48044e-05,40.1428,179.779,-11.9719,nominal
1710000284000,S1,C1,18.4471,1.44827e-05,40.0895,180.51,-12.1037,nominal
1710000284000,S2,C1,18.513,1.25859e-05,39.8874,180.004,-11.9629,edfa_aging
1710000284000,S3,C1,18.5066,1.27578e-05,39.9515,179.909,-11.884,nominal
1710000285000,S1,C1,18.4645,1.39579e-05,40.1002,179.723,-11.9066,nominal
1710000285000,S2,C1,18.4732,1.37033e-05,40.0649,179.403,-12.1555,edfa_aging
1710000285000,S3,C1,18.4942,1.31035e-05,39.9326,180.214,-12.0317,nominal
1710000286000,S1,C1,18.5764,1.09708e-05,40.2559,181.191,-11.9951,nominal
1710000286000,S2,C1,18.4298,1.50238e-05,39.9309,179.659,-12.1008,edfa_aging
1710000286000,S3,C1,18.5029,1.28591e-05,39.821,180.236,-11.9911,nominal
1710000287000,S1,C1,18.5168,1.24832e-05,39.994,180.004,-11.9707,nominal
1710000287000,S2,C1,18.607,1.02623e-05,39.7883,179.798,-12.0359,edfa_aging
1710000287000,S3,C1,18.4103,1.56516e-05,40.3519,180.475,-11.9759,nominal
1710000288000,S1,C1,18.4859,1.33377e-05,40.0329,180.445,-11.9221,nominal
1710000288000,S2,C1,18.4822,1.34431e-05,39.9292,179.934,-11.9946,edfa_aging
1710000288000,S3,C1,18.4571,1.41798e-05,40.2533,179.775,-11.9575,nominal
1710000289000,S1,C1,18.5171,1.24749e-05,39.7239,179.538,-12.0763,nominal
1710000289000,S2,C1,18.5556,1.14784e-05,39.9566,179.873,-11.9799,edfa_aging
1710000289000,S3,C1,18.5186,1.24327e-05,40.0574,180.186,-11.9253,nominal
1710000290000,S1,C1,18.4759,1.36238e-05,39.8036,180.045,-11.931,nominal
1710000290000,S2,C1,18.4891,1.32459e-05,40.0758,180.071,-12.0403,edfa_aging
1710000290000,S3,C1,18.5426,1.18074e-05,40.3123,179.795,-11.8993,nominal
1710000291000,S1,C1,18.5139,1.25595e-05,39.8981,180.498,-12.1035,nominal
1710000291000,S2,C1,18.5003,1.29311e-05,40.1348,180.118,-11.9449,edfa_aging
1710000291000,S3,C1,18.5134,1.25731e-05,40.055,179.44,-12.1263,nominal
1710000292000,S1,C1,18.4667,1.38937e-05,39.824,180.236,-12.0366,nominal
1710000292000,S2,C1,18.4972,1.30197e-05,39.9616,180.619,-11.9752,edfa_aging
1710000292000,S3,C1,18.5042,1.28233e-05,39.9319,180.391,-11.9545,nominal
1710000293000,S1,C1,18.5138,1.2563e-05,40.035,179.844,-12.0671,nominal
1710000293000,S2,C1,18.4359,1.48302e-05,39.9373,180.307,-12.0327,edfa_aging
1710000293000,S3,C1,18.5329,1.20574e-05,40.0646,179.973,-12.0065,nominal
1710000294000,S1,C1,18.4211,1.53009e-05,40.1579,181.045,-11.865,nominal
1710000294000,S2,C1,18.5008,1.29171e-05,40.0874,179.56,-12.1349,edfa_aging
1710000294000,S3,C1,18.546,1.17205e-05,40.1962,179.612,-12.0711,nominal
1710000295000,S1,C1,18.5665,1.12094e-05,39.9363,180.357,-11.8687,nominal
1710000295000,S2,C1,18.5238,1.22966e-05,39.8558,180.53,-11.9691,edfa_aging
1710000295000,S3,C1,18.5854,1.07572e-05,39.8192,179.702,-11.9794,nominal
1710000296000,S1,C1,18.4744,1.36694e-05,39.9287,179.969,-11.9389,nominal
1710000296000,S2,C1,18.5461,1.17169e-05,39.9408,180.114,-12.1032,edfa_aging
1710000296000,S3,C1,18.5208,1.23751e-05,40.1713,180.207,-11.9952,nominal
1710000297000,S1,C1,18.4209,1.53066e-05,39.9246,179.818,-11.9582,nominal
1710000297000,S2,C1,18.5293,1.21495e-05,39.9556,179.518,-12.0745,edfa_aging
1710000297000,S3,C1,18.4691,1.3823e-05,40.1648,179.999,-12.0186,nominal
1710000298000,S1,C1,18.4888,1.32542e-05,40.0209,179.952,-12.0416,nominal
1710000298000,S2,C1,18.5556,1.14787e-05,39.9663,179.592,-12.0527,edfa_aging
1710000298000,S3,C1,18.5217,1.23523e-05,40.2126,179.954,-11.9549,nominal
1710000299000,S1,C1,18.4815,1.34641e-05,39.9194,180.604,-11.8605,nominal
1710000299000,S2,C1,18.5193,1.24157e-05,39.9017,180.004,-12.0629,edfa_aging
1710000299000,S3,C1,18.4003,1.59853e-05,40.062,180.26,-12.0228,nominal
1710000300000,S1,C1,18.5076,1.27308e-05,40.0651,179.751,-11.8879,nominal
1710000300000,S2,C1,18.5042,1.2824e-05,40.2359,180.023,-12.1896,edfa_aging
1710000300000,S3,C1,18.501,1.29125e-05,40.1565,179.985,-11.9754,nominal
1710000301000,S1,C1,18.4427,1.46183e-05,40.0461,180.074,-11.9274,nominal
1710000301000,S2,C1,18.3901,1.63292e-05,40.1351,180.523,-12.0158,edfa_aging
1710000301000,S3,C1,18.4761,1.36177e-05,39.7331,179.287,-11.9907,nominal
1710000302000,S1,C1,18.5199,1.24e-05,40.0526,179.732,-12.0079,nominal
1710000302000,S2,C1,18.4456,1.45288e-05,39.966,180.173,-12.0855,edfa_aging
1710000302000,S3,C1,18.4974,1.30122e-05,39.983,180.327,-11.9953,nominal
1710000303000,S1,C1,18.6812,8.7091e-06,40.1154,180.565,-12.0267,nominal
1710000303000,S2,C1,18.5342,1.20232e-05,39.7758,181.046,-12.0687,edfa_aging
1710000303000,S3,C1,18.5233,1.23084e-05,40.1459,179.806,-12.0033,nominal
1710000304000,S1,C1,18.4361,1.48259e-05,40.0054,179.996,-12.0056,nominal
1710000304000,S2,C1,18.4467,1.44961e-05,39.9156,182.407,-11.9532,edfa_aging
1710000304000,S3,C1,18.5014,1.2901e-05,40.0752,179.851,-12.0284,nominal
1710000305000,S1,C1,18.5169,1.24799e-05,40.0222,180.408,-11.893,nominal
1710000305000,S2,C1,18.4646,1.39556e-05,40.0803,181.277,-11.8711,edfa_aging
1710000305000,S3,C1,18.4264,1.51319e-05,40.0337,179.046,-11.8969,nominal
1710000306000,S1,C1,18.4845,1.33778e-05,40.2645,180.29,-12.074,nominal
1710000306000,S2,C1,18.3984,1.60496e-05,39.6986,181.825,-11.9901,edfa_aging
1710000306000,S3,C1,18.4812,1.34722e-05,39.8079,178.709,-11.9489,nominal
1710000307000,S1,C1,18.5096,1.2676e-05,39.9936,179.828,-11.9893,nominal
1710000307000,S2,C1,18.3595,1.74044e-05,40.3647,182.769,-12.0705,edfa_aging
1710000307000,S3,C1,18.459,1.41217e-05,39.9689,180.011,-11.9719,nominal
1710000308000,S1,C1,18.4094,1.56822e-05,40.1201,180.343,-11.8685,nominal
1710000308000,S2,C1,18.4799,1.35092e-05,39.9799,183.264,-12.059,edfa_aging
1710000308000,S3,C1,18.4982,1.29894e-05,39.7361,179.809,-11.9322,nominal
1710000309000,S1,C1,18.4424,1.46272e-05,40.0084,180.439,-11.9281,nominal
1710000309000,S2,C1,18.3797,1.66877e-05,39.9838,183.307,-11.9172,edfa_aging
1710000309000,S3,C1,18.5174,1.24665e-05,39.9583,179.992,-12.0512,nominal
1710000310000,S1,C1,18.523,1.23173e-05,39.9314,179.601,-11.8598,nominal
1710000310000,S2,C1,18.4209,1.53064e-05,40.0871,183.987,-12.0084,edfa_aging
1710000310000,S3,C1,18.4512,1.43591e-05,40.0443,180.104,-11.8821,nominal
1710000311000,S1,C1,18.4981,1.29939e-05,39.9315,180.345,-11.9652,nominal
1710000311000,S2,C1,18.3571,1.7491e-05,39.7772,184.273,-12.1006,edfa_aging
1710000311000,S3,C1,18.5362,1.19717e-05,39.9175,180.346,-12.1329,nominal
1710000312000,S1,C1,18.5818,1.0844e-05,39.8769,181.493,-11.964,nominal
1710000312000,S2,C1,18.3003,1.96675e-05,40.0016,184.366,-11.8297,edfa_aging
1710000312000,S3,C1,18.5647,1.12553e-05,40.0668,180.519,-12.0278,nominal
1710000313000,S1,C1,18.4648,1.39513e-05,40.0017,179.943,-11.888,nominal
1710000313000,S2,C1,18.1873,2.47249e-05,39.9909,185.077,-11.9432,edfa_aging
1710000313000,S3,C1,18.4861,1.33324e-05,39.9961,180.476,-12.1373,nominal
1710000314000,S1,C1,18.5087,1.27007e-05,39.9093,180.319,-11.946,nominal
1710000314000,S2,C1,18.2886,2.01446e-05,40.0989,185.351,-12.0579,edfa_aging
1710000314000,S3,C1,18.5361,1.19744e-05,40.1287,179.604,-12.047,nominal
1710000315000,S1,C1,18.6457,9.42398e-06,39.9364,179.525,-11.9704,nominal
1710000315000,S2,C1,18.1902,2.45796e-05,39.8401,186.002,-12.0586,edfa_aging
